match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_stage,stadium,referee,home_managers,away_managers,data_version,shot_fidelity_version,xy_fidelity_version
69151,2007-09-29,22:00:00.000,Spain - La Liga,2007/2008,Levante UD,Barcelona,1,4,available,scheduled,2021-10-26T13:06:13.517786,2021-06-13T16:17:31.694,6,Regular Season,Estadio Ciudad de Valencia,Carlos Clos Gómez,Abel Resino Gómez,Frank Rijkaard,1.1.0,2,2
69144,2007-10-07,17:00:00.000,Spain - La Liga,2007/2008,Barcelona,Atlético Madrid,3,0,available,scheduled,2021-10-26T13:13:56.180589,2021-06-13T16:17:31.694,7,Regular Season,Spotify Camp Nou,Eduardo Iturralde Gonzalez,Frank Rijkaard,Javier Aguirre Onaindía,1.1.0,2,2
69169,2007-09-02,19:00:00.000,Spain - La Liga,2007/2008,Barcelona,Athletic Club,3,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,2,Regular Season,Spotify Camp Nou,Carlos Megía Dávila,Frank Rijkaard,Joaquín de Jesús Caparrós Camino,1.1.0,2,2
68360,2008-02-24,19:00:00.000,Spain - La Liga,2007/2008,Barcelona,Levante UD,5,1,available,scheduled,2023-04-19T10:39:13.739317,2021-06-13T16:17:31.694,25,Regular Season,Spotify Camp Nou,Carlos Velasco Carballo,Frank Rijkaard,Giovanni De Biasi,1.1.0,2,2
69186,2008-05-17,22:00:00.000,Spain - La Liga,2007/2008,Real Murcia CF,Barcelona,3,5,available,scheduled,2023-04-19T10:42:35.284291,2021-06-13T16:17:31.694,38,Regular Season,	Estadio Enrique Roca de Murcia,Rafael Ramírez Domínguez,Javier Clemente Lazaro,Frank Rijkaard,1.1.0,2,2
69180,2007-08-26,19:00:00.000,Spain - La Liga,2007/2008,Racing Santander,Barcelona,0,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,1,Regular Season,Campos de Sport de El Sardinero,César Muñiz,Marcelino García Toral,Frank Rijkaard,1.1.0,2,2
69143,2007-09-26,22:00:00.000,Spain - La Liga,2007/2008,Barcelona,Real Zaragoza,4,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,5,Regular Season,Spotify Camp Nou,Carlos Velasco Carballo,Frank Rijkaard,Victor Fernández Braulio,1.1.0,2,2
69181,2008-01-27,19:00:00.000,Spain - La Liga,2007/2008,Athletic Club,Barcelona,1,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,21,Regular Season,Estadio San Mamés,Alberto Undiano Mallenco,Joaquín de Jesús Caparrós Camino,Frank Rijkaard,1.1.0,2,2
68365,2008-03-01,20:00:00.000,Spain - La Liga,2007/2008,Atlético Madrid,Barcelona,4,2,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,26,Regular Season,Estadio Vicente Calderón,David Fernández Borbalan,Javier Aguirre Onaindía,Frank Rijkaard,1.1.0,2,2
69178,2007-11-10,20:00:00.000,Spain - La Liga,2007/2008,Getafe,Barcelona,2,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,12,Regular Season,Coliseum Alfonso Pérez,Arturo Daudén Ibáñez,Michael Laudrup,Frank Rijkaard,1.1.0,2,2
