match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_stage,stadium,referee,home_managers,away_managers,data_version,shot_fidelity_version,xy_fidelity_version
3750240,1999-11-23,,Europe - Champions League,1999/2000,Fiorentina,Manchester United,2,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,1,1st Round,Stadio Artemio Franchi    	,Bernd Heynemann,,,1.1.0,2,2
