match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_stage,stadium,home_managers,away_managers,data_version,shot_fidelity_version,xy_fidelity_version
3888706,1973-05-30,22:30:00.000,Europe - Champions League,1972/1973,Ajax,Juventus,1,0,available,unscheduled,2023-07-06T12:49:07.467625,,1,Final,Stadion Rajko Mitić,Ștefan Kovács,Cestmir Vycpalek,1.1.0,2,2
