match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_stage,stadium,referee,home_managers,away_managers,data_version,shot_fidelity_version,xy_fidelity_version
69243,2010-01-16,22:00:00.000,Spain - La Liga,2009/2010,Barcelona,Sevilla,4,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,18,Regular Season,Spotify Camp Nou,Carlos Delgado,Josep Guardiola i Sala,Manuel Enrique Jiménez Jiménez,1.1.0,2,2
69241,2010-05-04,20:00:00.000,Spain - La Liga,2009/2010,Barcelona,Tenerife,4,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,36,Regular Season,Spotify Camp Nou,Carlos Delgado,Josep Guardiola i Sala,José Luis Oltra Castañer,1.1.0,2,2
69239,2010-05-08,21:00:00.000,Spain - La Liga,2009/2010,Sevilla,Barcelona,2,3,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,37,Regular Season,Estadio Ramón Sánchez Pizjuán,Alberto Undiano Mallenco,Antonio Álvarez,Josep Guardiola i Sala,1.1.0,2,2
69257,2010-03-24,20:00:00.000,Spain - La Liga,2009/2010,Barcelona,Osasuna,2,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,28,Regular Season,Spotify Camp Nou,Carlos Velasco Carballo,Josep Guardiola i Sala,José Antonio Camacho Alfaro,1.1.0,2,2
69253,2009-10-25,21:00:00.000,Spain - La Liga,2009/2010,Barcelona,Real Zaragoza,6,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,8,Regular Season,Spotify Camp Nou,José Paradas,Josep Guardiola i Sala,Marcelino García Toral,1.1.0,2,2
69244,2010-05-01,22:00:00.000,Spain - La Liga,2009/2010,Villarreal,Barcelona,1,4,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,35,Regular Season,Estadio de la Cerámica,Fernando Teixeira,Juan Carlos Garrido Fernández,Josep Guardiola i Sala,1.1.0,2,2
69277,2009-10-31,20:00:00.000,Spain - La Liga,2009/2010,Osasuna,Barcelona,1,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,9,Regular Season,Estadio El Sadar,Antonio Rubinos Perez,José Antonio Camacho Alfaro,Josep Guardiola i Sala,1.1.0,2,2
69229,2009-09-12,18:00:00.000,Spain - La Liga,2009/2010,Getafe,Barcelona,0,2,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,2,Regular Season,Coliseum Alfonso Pérez,Eduardo Iturralde Gonzalez,José Miguel González Martín del Campo,Josep Guardiola i Sala,1.1.0,2,2
69219,2010-01-10,21:00:00.000,Spain - La Liga,2009/2010,Tenerife,Barcelona,0,5,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,17,Regular Season,Estadio Heliodoro Rodríguez Lopéz,Miguel Pérez,José Luis Oltra Castañer,Josep Guardiola i Sala,1.1.0,2,2
69218,2009-12-05,22:00:00.000,Spain - La Liga,2009/2010,RC Deportivo La Coruña,Barcelona,1,3,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,13,Regular Season,Estadio Abanca-Riazor,David Fernández Borbalan,Miguel Ángel Lotina Oruecheberría,Josep Guardiola i Sala,1.1.0,2,2
