match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_stage,stadium,referee,home_managers,away_managers,data_version,shot_fidelity_version,xy_fidelity_version
69276,2011-02-05,22:00:00.000,Spain - La Liga,2010/2011,Barcelona,Atlético Madrid,3,0,available,scheduled,2022-11-30T15:34:10.047942,2021-06-13T16:17:31.694,22,Regular Season,Spotify Camp Nou,Turienzo,Josep Guardiola i Sala,Enrique Sánchez Flores,1.1.0,2,2
69304,2011-04-02,22:00:00.000,Spain - La Liga,2010/2011,Villarreal,Barcelona,0,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,30,Regular Season,Estadio de la Cerámica,Rafael Ramírez Domínguez,Juan Carlos Garrido Fernández,Josep Guardiola i Sala,1.1.0,2,2
69307,2010-12-04,20:45:00.000,Spain - La Liga,2010/2011,Osasuna,Barcelona,0,3,available,scheduled,2022-11-30T15:32:00.298936,2021-06-13T16:17:31.694,14,Regular Season,Estadio El Sadar,Fernando Teixeira,José Antonio Camacho Alfaro,Josep Guardiola i Sala,1.1.0,2,2
69271,2011-04-23,20:00:00.000,Spain - La Liga,2010/2011,Barcelona,Osasuna,2,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,33,Regular Season,Spotify Camp Nou,Carlos Delgado,Josep Guardiola i Sala,José Luis Mendilibar Etxebarria,1.1.0,2,2
69305,2011-04-09,20:00:00.000,Spain - La Liga,2010/2011,Barcelona,Almería,3,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,31,Regular Season,Spotify Camp Nou,Miguel Ayza,,,1.1.0,2,2
69278,2011-01-16,21:00:00.000,Spain - La Liga,2010/2011,Barcelona,Málaga,4,1,available,scheduled,2022-11-30T15:33:05.021926,2021-06-13T16:17:31.694,19,Regular Season,Spotify Camp Nou,José Luis González González,Josep Guardiola i Sala,Manuel Luis Pellegrini Ripamonti,1.1.0,2,2
69275,2010-12-18,20:00:00.000,Spain - La Liga,2010/2011,Espanyol,Barcelona,1,5,available,scheduled,2021-11-11T22:57:42.361902,2021-06-13T16:17:31.694,16,Regular Season,RCDE Stadium,Alberto Undiano Mallenco,Mauricio Roberto Pochettino Trossero,Josep Guardiola i Sala,1.1.0,2,2
69295,2011-01-22,20:00:00.000,Spain - La Liga,2010/2011,Barcelona,Racing Santander,3,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,20,Regular Season,Spotify Camp Nou,Ignacio Iglesias Villanueva,Josep Guardiola i Sala,Miguel Ángel Portugal Vicario,1.1.0,2,2
69270,2010-11-07,19:00:00.000,Spain - La Liga,2010/2011,Getafe,Barcelona,1,3,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,10,Regular Season,Coliseum Alfonso Pérez,Miguel Ayza,José Miguel González Martín del Campo,Josep Guardiola i Sala,1.1.0,2,2
69303,2011-03-19,20:00:00.000,Spain - La Liga,2010/2011,Barcelona,Getafe,2,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,29,Regular Season,Spotify Camp Nou,César Muñiz,Josep Guardiola i Sala,José Miguel González Martín del Campo,1.1.0,2,2
69245,2011-04-16,22:00:00.000,Spain - La Liga,2010/2011,Real Madrid,Barcelona,1,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,32,Regular Season,Estadio Santiago Bernabéu,César Muñiz,José Mario Felix dos Santos Mourinho,Josep Guardiola i Sala,1.1.0,2,2
