treated_club,treated_season,control_club,control_season,tier,hire_type,firing_mw,t_pre,t_post,c_pre,c_post,t_diff,c_diff,did
302,2023/2024,54,2022/2023,2,Permanent,17.0,0.009999999999999898,0.31249999999999994,0.7,1.6,0.30250000000000005,0.9000000000000001,-0.5975000000000001
302,2023/2024,54,2019/2020,2,Permanent,17.0,0.009999999999999898,0.31249999999999994,2.2,0.0,0.30250000000000005,-2.2,2.5025000000000004
302,2024/2025,117,2019/2020,2,,20.0,-0.19000000000000006,0.8809090909090908,0.25,-0.4,1.0709090909090908,-0.65,1.7209090909090907
302,2024/2025,312,2022/2023,2,,20.0,-0.19000000000000006,0.8809090909090908,0.0,0.08333333333333333,1.0709090909090908,0.08333333333333333,0.9875757575757574
243,2020/2021,148,2019/2020,1,Permanent,9.0,-0.625,-0.6666666666666666,0.0,-0.5,-0.04166666666666663,-0.5,0.45833333333333337
243,2020/2021,238,2024/2025,1,Permanent,9.0,-0.625,-0.6666666666666666,-0.027499999999999997,-0.24833333333333332,-0.04166666666666663,-0.22083333333333333,0.1791666666666667
243,2021/2022,142,2024/2025,1,Interim,12.0,-1.0,-0.08333333333333333,-1.08125,-0.06583333333333345,0.9166666666666666,1.0154166666666666,-0.09875
243,2023/2024,193,2019/2020,1,Permanent,14.0,-0.9925,-0.7858333333333333,0.125,-1.0,0.20666666666666678,-1.125,1.3316666666666668
243,2024/2025,232,2021/2022,1,Interim,20.0,-0.8725,-0.9075000000000001,-1.375,0.4166666666666667,-0.03500000000000003,1.7916666666666667,-1.8266666666666667
509,2024/2025,116,2024/2025,2,Permanent,22.0,-3.9650822308041306e-17,-0.09727272727272727,-0.22749999999999998,-0.76,-0.09727272727272723,-0.5325,0.43522727272727274
509,2024/2025,117,2022/2023,2,Permanent,22.0,-3.9650822308041306e-17,-0.09727272727272727,0.125,-0.625,-0.09727272727272723,-0.75,0.6527272727272728
38,2020/2021,34,2019/2020,1,Permanent,13.0,0.375,0.75,1.125,2.5833333333333335,0.375,1.4583333333333335,-1.0833333333333335
38,2024/2025,135,2023/2024,1,,20.0,-0.21374999999999997,1.2566666666666666,-1.3287499999999999,-0.4975,1.4704166666666665,0.8312499999999998,0.6391666666666667
38,2024/2025,219,2021/2022,1,,20.0,-0.21374999999999997,1.2566666666666666,0.125,-0.8333333333333334,1.4704166666666665,-0.9583333333333334,2.42875
272,2019/2020,362,2023/2024,1,Interim,22.0,-0.625,-1.5,-0.45125000000000004,-0.34333333333333343,-0.875,0.1079166666666666,-0.9829166666666667
272,2019/2020,409,2023/2024,1,Interim,22.0,-0.625,-1.5,0.0325,0.07750000000000007,-0.875,0.04500000000000007,-0.92
218,2022/2023,138,2023/2024,1,Permanent,6.0,0.6,-0.13916666666666666,1.2440000000000002,0.5016666666666668,-0.7391666666666666,-0.7423333333333334,0.003166666666666762
393,2021/2022,74,2020/2021,3,Permanent,19.0,-0.75,-0.3333333333333333,-1.0,0.4166666666666667,0.4166666666666667,1.4166666666666667,-1.0
393,2021/2022,69,2020/2021,3,Permanent,19.0,-0.75,-0.3333333333333333,-0.5,-1.5,0.4166666666666667,-1.0,1.4166666666666667
85,2019/2020,306,2021/2022,2,Permanent,10.0,0.25,0.5833333333333334,0.375,0.3333333333333333,0.33333333333333337,-0.041666666666666685,0.37500000000000006
