treated_club,treated_season,control_club,control_season,tier,hire_type,firing_mw,t_pre,t_post,c_pre,c_post,t_diff,c_diff,did
86,2020/2021,3,2020/2021,2,Permanent,10.0,0.0625,0.5,-0.5,-0.3333333333333333,0.4375,0.16666666666666669,0.2708333333333333
86,2020/2021,259,2019/2020,2,Permanent,10.0,0.0625,0.5,-0.25,-0.75,0.4375,-0.5,0.9375
86,2022/2023,384,2021/2022,2,,10.0,0.25,1.9166666666666667,0.75,-1.3333333333333333,1.6666666666666667,-2.083333333333333,3.75
416,2023/2024,362,2021/2022,1,Permanent,20.0,-0.6949999999999998,-0.3833333333333333,-1.75,-0.16666666666666666,0.31166666666666654,1.5833333333333333,-1.2716666666666667
238,2020/2021,230,2021/2022,1,Permanent,22.0,-0.5,0.75,0.375,-0.25,1.25,-0.625,1.875
80,2019/2020,207,2024/2025,3,Permanent,12.0,-0.625,-0.6666666666666666,-0.625,-0.08333333333333333,-0.04166666666666663,0.5416666666666666,-0.5833333333333333
80,2022/2023,288,2022/2023,3,Permanent,16.0,-0.875,-0.5,1.0,2.2,0.375,1.2000000000000002,-0.8250000000000002
186,2021/2022,228,2020/2021,1,Permanent,24.0,-1.75,-1.3333333333333333,1.0,0.5,0.41666666666666674,-0.5,0.9166666666666667
186,2021/2022,277,2019/2020,1,Permanent,24.0,-1.75,-1.3333333333333333,0.0,0.25,0.41666666666666674,0.25,0.16666666666666674
131,2022/2023,235,2020/2021,1,Permanent,14.0,-0.75,-1.25,-0.625,0.5,-0.5,1.125,-1.625
171,2019/2020,172,2021/2022,3,Permanent,14.0,0.06666666666666667,-0.25,1.5384615384615385,0.25,-0.31666666666666665,-1.2884615384615385,0.9717948717948719
171,2019/2020,68,2019/2020,3,Permanent,14.0,0.06666666666666667,-0.25,1.5,1.5833333333333333,-0.31666666666666665,0.08333333333333326,-0.3999999999999999
390,2023/2024,171,2020/2021,3,,22.0,-0.2525,0.12375,-0.75,-0.125,0.37625,0.625,-0.24875000000000003
382,2021/2022,121,2022/2023,2,Permanent,19.0,-1.125,-0.6666666666666666,-1.625,0.6363636363636364,0.45833333333333337,2.2613636363636362,-1.8030303030303028
324,2021/2022,8,2020/2021,2,,6.0,-0.4,0.25,-1.0,0.3333333333333333,0.65,1.3333333333333333,-0.6833333333333332
319,2021/2022,306,2022/2023,2,Permanent,18.0,-0.875,-0.25,-0.125,0.3333333333333333,0.625,0.4583333333333333,0.16666666666666669
82,2019/2020,56,2024/2025,2,Permanent,16.0,0.8181818181818182,1.0,0.7272727272727273,0.8333333333333334,0.18181818181818177,0.10606060606060608,0.07575757575757569
198,2020/2021,409,2024/2025,1,Permanent,24.0,-0.75,0.5,-0.044999999999999984,0.24249999999999994,1.25,0.2874999999999999,0.9625000000000001
198,2020/2021,40,2021/2022,1,Permanent,24.0,-0.75,0.5,-0.75,-0.2,1.25,0.55,0.7
240,2021/2022,369,2024/2025,1,Permanent,14.0,-0.75,0.08333333333333333,-0.3175,-0.5575,0.8333333333333334,-0.24,1.0733333333333333
240,2022/2023,278,2022/2023,1,Permanent,14.0,-1.25,-0.16666666666666666,-0.25,-0.4516666666666666,1.0833333333333333,-0.2016666666666666,1.285
240,2022/2023,229,2022/2023,1,Permanent,14.0,-1.25,-0.16666666666666666,0.9775,0.15333333333333335,1.0833333333333333,-0.8241666666666667,1.9075
237,2024/2025,32,2019/2020,1,Permanent,19.0,0.25875000000000004,0.06333333333333337,1.25,0.9,-0.19541666666666668,-0.35,0.1545833333333333
237,2024/2025,46,2020/2021,1,Permanent,19.0,0.25875000000000004,0.06333333333333337,0.25,0.9166666666666666,-0.19541666666666668,0.6666666666666666,-0.8620833333333333
53,2023/2024,66,2022/2023,3,Interim,10.0,0.25,0.5,-0.28166666666666657,-0.5833333333333334,0.25,-0.3016666666666668,0.5516666666666667
41,2020/2021,275,2023/2024,1,Permanent,23.0,-1.25,-1.4545454545454546,0.39499999999999996,-0.4475,-0.20454545454545459,-0.8425,0.6379545454545454
41,2020/2021,215,2021/2022,1,Permanent,23.0,-1.25,-1.4545454545454546,-2.25,-1.4166666666666667,-0.20454545454545459,0.8333333333333333,-1.0378787878787878
41,2020/2021,35,2022/2023,1,Permanent,23.0,-1.25,-1.4545454545454546,-0.31500000000000006,-0.9009090909090909,-0.20454545454545459,-0.5859090909090908,0.38136363636363624
41,2022/2023,250,2023/2024,1,Permanent,11.0,-1.5,-0.42416666666666675,-0.35875,0.1383333333333333,1.0758333333333332,0.4970833333333333,0.5787499999999999
41,2022/2023,335,2021/2022,1,Permanent,11.0,-1.5,-0.42416666666666675,-0.5,-0.9166666666666666,1.0758333333333332,-0.41666666666666663,1.4924999999999997
318,2019/2020,255,2022/2023,2,Permanent,18.0,-1.5,-0.5,-0.125,-0.5,1.0,-0.375,1.375
318,2019/2020,89,2022/2023,2,Permanent,18.0,-1.5,-0.5,0.3333333333333333,-2.25,1.0,-2.5833333333333335,3.5833333333333335
318,2019/2020,319,2022/2023,2,Permanent,18.0,-1.5,-0.5,-0.125,0.5833333333333334,1.0,0.7083333333333334,0.29166666666666663
318,2020/2021,257,2022/2023,2,Permanent,25.0,-0.375,0.0,-0.5,-0.75,0.375,-0.25,0.625
318,2020/2021,306,2024/2025,2,Permanent,25.0,-0.375,0.0,-0.5528571428571428,-0.3854545454545455,0.375,0.16740259740259733,0.20759740259740267
318,2020/2021,396,2022/2023,2,Permanent,25.0,-0.375,0.0,-1.75,-0.2,0.375,1.55,-1.175
318,2022/2023,319,2020/2021,2,Interim,23.0,-1.625,-1.1666666666666667,0.625,0.08333333333333333,0.45833333333333326,-0.5416666666666666,0.9999999999999999
318,2022/2023,321,2019/2020,2,Interim,23.0,-1.625,-1.1666666666666667,-0.875,0.08333333333333333,0.45833333333333326,0.9583333333333334,-0.5000000000000001
438,2022/2023,443,2022/2023,3,Interim,17.0,0.2,0.4166666666666667,0.375,0.75,0.21666666666666667,0.375,-0.15833333333333333
438,2023/2024,175,2020/2021,3,Interim,12.0,0.7393333333333333,-0.2591666666666667,-0.21428571428571427,0.0,-0.9984999999999999,0.21428571428571427,-1.2127857142857141
438,2023/2024,167,2019/2020,3,Interim,12.0,0.7393333333333333,-0.2591666666666667,1.6,1.25,-0.9984999999999999,-0.3500000000000001,-0.6484999999999999
438,2023/2024,70,2022/2023,3,Interim,12.0,0.7393333333333333,-0.2591666666666667,0.4,0.75,-0.9984999999999999,0.35,-1.3485
144,2022/2023,21,2023/2024,1,Permanent,14.0,0.0,-0.08333333333333333,0.5023076923076922,1.769166666666667,-0.08333333333333333,1.2668589743589749,-1.3501923076923081
178,2020/2021,205,2020/2021,3,Permanent,11.0,0.5333333333333333,-0.3333333333333333,-1.5,0.6666666666666666,-0.8666666666666667,2.1666666666666665,-3.033333333333333
410,2023/2024,283,2019/2020,1,Permanent,14.0,-0.26249999999999996,-0.73,-0.625,-1.0833333333333333,-0.4675,-0.45833333333333326,-0.009166666666666767
351,2023/2024,28,2019/2020,1,Permanent,16.0,-0.41374999999999995,-1.4991666666666665,-0.125,-0.75,-1.0854166666666667,-0.625,-0.4604166666666667
351,2023/2024,150,2024/2025,1,Permanent,16.0,-0.41374999999999995,-1.4991666666666665,-0.8737499999999998,-0.8733333333333334,-1.0854166666666667,0.00041666666666639873,-1.085833333333333
165,2023/2024,98,2023/2024,3,Interim,9.0,-0.29,0.23749999999999993,-1.0,-1.2016666666666669,0.5274999999999999,-0.20166666666666688,0.7291666666666667
455,2024/2025,112,2020/2021,2,Permanent,18.0,-0.7887500000000001,-0.7458333333333332,-1.625,-0.16666666666666666,0.042916666666666825,1.4583333333333333,-1.4154166666666663
325,2020/2021,93,2022/2023,2,Permanent,14.0,0.5,-0.4166666666666667,0.23076923076923078,0.5,-0.9166666666666667,0.2692307692307692,-1.185897435897436
325,2022/2023,6,2019/2020,2,Permanent,10.0,-1.125,0.16666666666666666,0.125,-1.25,1.2916666666666667,-1.375,2.666666666666667
325,2022/2023,94,2019/2020,2,Permanent,10.0,-1.125,0.16666666666666666,-0.3076923076923077,-0.8333333333333334,1.2916666666666667,-0.5256410256410257,1.8173076923076925
174,2019/2020,202,2020/2021,3,Permanent,6.0,-0.3,0.4,0.0,-0.08333333333333333,0.7,-0.08333333333333333,0.7833333333333333
174,2020/2021,165,2022/2023,3,Permanent,10.0,0.75,0.8333333333333334,0.08187500000000003,0.16666666666666666,0.08333333333333337,0.08479166666666663,-0.001458333333333256
174,2022/2023,95,2019/2020,3,,10.0,0.026874999999999982,1.25,-0.21428571428571427,-0.5833333333333334,1.223125,-0.36904761904761907,1.592172619047619
174,2022/2023,65,2024/2025,3,,10.0,0.026874999999999982,1.25,-0.31875,0.515,1.223125,0.83375,0.389375
174,2022/2023,298,2020/2021,3,,10.0,0.026874999999999982,1.25,-0.42857142857142855,0.0,1.223125,0.42857142857142855,0.7945535714285714
483,2024/2025,220,2024/2025,1,,10.0,-0.424375,-0.7816666666666666,-0.33625,0.14166666666666672,-0.3572916666666666,0.4779166666666667,-0.8352083333333333
74,2023/2024,173,2020/2021,3,Permanent,19.0,0.04875000000000007,0.09272727272727271,-0.125,0.0,0.04397727272727264,0.125,-0.08102272727272736
340,2022/2023,296,2022/2023,3,Permanent,8.0,-0.6900000000000001,-0.6666666666666666,-0.7857142857142857,-1.5,0.023333333333333428,-0.7142857142857143,0.7376190476190477
340,2024/2025,286,2023/2024,3,,13.0,-0.8955555555555557,-0.87,-1.2857142857142858,0.16666666666666666,0.025555555555555665,1.4523809523809526,-1.426825396825397
340,2024/2025,65,2019/2020,3,,13.0,-0.8955555555555557,-0.87,-0.75,-0.25,0.025555555555555665,0.5,-0.47444444444444434
379,2023/2024,255,2019/2020,2,Permanent,15.0,0.10250000000000001,-0.3916666666666666,-0.875,0.8333333333333334,-0.49416666666666664,1.7083333333333335,-2.2025
315,2021/2022,383,2021/2022,2,Permanent,20.0,0.75,1.1666666666666667,-0.375,-0.1,0.41666666666666674,0.275,0.14166666666666672
315,2021/2022,257,2020/2021,2,Permanent,20.0,0.75,1.1666666666666667,-2.125,-0.5,0.41666666666666674,1.625,-1.2083333333333333
213,2021/2022,100,2019/2020,3,Permanent,16.0,1.625,0.75,0.375,0.8333333333333334,-0.875,0.45833333333333337,-1.3333333333333335
213,2023/2024,110,2022/2023,3,Interim,6.0,1.8,1.0,2.4,-0.75,-0.8,-3.15,2.3499999999999996
213,2024/2025,290,2020/2021,3,Permanent,17.0,0.25,1.3333333333333333,0.3,0.1111111111111111,1.0833333333333333,-0.18888888888888888,1.2722222222222221
139,2019/2020,278,2020/2021,1,Permanent,11.0,0.125,1.3636363636363635,0.625,-0.5,1.2386363636363635,-1.125,2.3636363636363633
139,2024/2025,30,2024/2025,1,Permanent,22.0,0.44499999999999995,0.6241666666666668,-0.51125,-0.75375,0.1791666666666668,-0.24250000000000005,0.42166666666666686
140,2020/2021,36,2023/2024,1,Interim,10.0,-1.375,0.5833333333333334,-0.9375,-1.13,1.9583333333333335,-0.1924999999999999,2.1508333333333334
140,2020/2021,148,2020/2021,1,Interim,10.0,-1.375,0.5833333333333334,-0.375,-0.3333333333333333,1.9583333333333335,0.041666666666666685,1.9166666666666667
140,2022/2023,281,2023/2024,1,Permanent,6.0,-1.8,0.0,0.03200000000000003,-0.13416666666666668,1.8,-0.1661666666666667,1.9661666666666668
411,2022/2023,163,2024/2025,1,Permanent,21.0,-0.75,-0.6666666666666666,-0.18249999999999997,-0.40333333333333327,0.08333333333333337,-0.2208333333333333,0.3041666666666667
177,2019/2020,206,2021/2022,3,Permanent,10.0,-0.125,-0.25,-0.75,0.08333333333333333,-0.125,0.8333333333333334,-0.9583333333333334
177,2020/2021,476,2023/2024,3,Permanent,20.0,-0.625,-0.3,-0.5,-1.3333333333333333,0.325,-0.8333333333333333,1.1583333333333332
303,2019/2020,88,2022/2023,2,Permanent,9.0,0.0,-0.5833333333333334,-0.875,-0.46153846153846156,-0.5833333333333334,0.41346153846153844,-0.9967948717948718
303,2020/2021,481,2024/2025,2,Interim,22.0,-1.5,-0.36363636363636365,-0.3524999999999999,-0.32749999999999996,1.1363636363636362,0.024999999999999967,1.1113636363636363
303,2020/2021,455,2023/2024,2,Interim,22.0,-1.5,-0.36363636363636365,-0.32625000000000004,-0.40545454545454546,1.1363636363636362,-0.07920454545454542,1.2155681818181816
274,2019/2020,418,2024/2025,1,Permanent,17.0,-0.375,-0.25,-0.44499999999999995,-0.7291666666666665,0.125,-0.28416666666666657,0.40916666666666657
274,2019/2020,19,2019/2020,1,Permanent,17.0,-0.375,-0.25,-0.5,0.25,0.125,0.75,-0.625
239,2020/2021,184,2019/2020,1,Permanent,7.0,-0.5,-0.5833333333333334,-0.3333333333333333,-0.9166666666666666,-0.08333333333333337,-0.5833333333333333,0.4999999999999999
239,2022/2023,244,2020/2021,1,Permanent,13.0,-1.0,0.4166666666666667,-0.125,-1.1666666666666667,1.4166666666666667,-1.0416666666666667,2.4583333333333335
239,2022/2023,377,2021/2022,1,Permanent,13.0,-1.0,0.4166666666666667,-1.0,-0.25,1.4166666666666667,0.75,0.6666666666666667
109,2019/2020,66,2023/2024,3,Permanent,7.0,0.5833333333333334,-0.5833333333333334,-0.5645454545454546,0.15499999999999994,-1.1666666666666667,0.7195454545454545,-1.8862121212121212
109,2023/2024,65,2023/2024,3,,19.0,0.77375,-0.1791666666666667,-0.84375,-0.023636363636363657,-0.9529166666666667,0.8201136363636363,-1.773030303030303
149,2021/2022,375,2020/2021,1,Interim,27.0,-1.25,-0.18181818181818182,-2.0,-0.9090909090909091,1.0681818181818181,1.0909090909090908,-0.022727272727272707
424,2024/2025,463,2023/2024,2,Permanent,14.0,-0.3324999999999999,-0.4458333333333333,-1.0746153846153845,-0.425,-0.1133333333333334,0.6496153846153845,-0.7629487179487179
381,2022/2023,55,2021/2022,2,Permanent,7.0,-0.8,-0.8333333333333334,0.0,-0.6,-0.033333333333333326,-0.6,0.5666666666666667
381,2024/2025,345,2023/2024,2,,19.0,-0.3600000000000001,-1.5063636363636363,-0.655,-0.6445454545454545,-1.1463636363636363,0.010454545454545494,-1.1568181818181817
381,2024/2025,60,2021/2022,2,,19.0,-0.3600000000000001,-1.5063636363636363,-1.25,-2.6666666666666665,-1.1463636363636363,-1.4166666666666665,0.27030303030303027
261,2019/2020,338,2024/2025,2,Permanent,17.0,-1.0,-0.6666666666666666,-1.8,-0.2,0.33333333333333337,1.6,-1.2666666666666666
3,2019/2020,304,2021/2022,2,Permanent,22.0,-1.375,-0.625,0.375,-0.75,0.75,-1.125,1.875
142,2023/2024,143,2021/2022,1,Permanent,16.0,-0.53125,-0.8091666666666667,-0.5,-0.6666666666666666,-0.2779166666666667,-0.16666666666666663,-0.11125000000000007
35,2019/2020,416,2024/2025,1,Permanent,25.0,-1.125,0.5555555555555556,-0.34249999999999997,-0.44,1.6805555555555556,-0.09750000000000003,1.7780555555555555
35,2019/2020,234,2020/2021,1,Permanent,25.0,-1.125,0.5555555555555556,-0.125,-0.1111111111111111,1.6805555555555556,0.013888888888888895,1.6666666666666667
35,2019/2020,334,2020/2021,1,Permanent,25.0,-1.125,0.5555555555555556,-1.375,-0.2222222222222222,1.6805555555555556,1.1527777777777777,0.5277777777777779
254,2019/2020,1,2023/2024,2,Interim,13.0,-0.25,-0.08333333333333333,-0.625,-0.15749999999999997,0.16666666666666669,0.4675,-0.30083333333333334
254,2021/2022,302,2022/2023,2,Interim,14.0,-1.0,-0.25,0.125,1.0909090909090908,0.75,0.9659090909090908,-0.21590909090909083
4,2020/2021,87,2020/2021,2,Permanent,19.0,-0.625,0.45454545454545453,-0.875,1.3333333333333333,1.0795454545454546,2.208333333333333,-1.1287878787878785
5,2022/2023,126,2021/2022,2,Permanent,17.0,-1.25,0.08333333333333333,-1.25,-0.75,1.3333333333333333,0.5,0.8333333333333333
5,2022/2023,258,2021/2022,2,Permanent,17.0,-1.25,0.08333333333333333,-1.0,-0.75,1.3333333333333333,0.25,1.0833333333333333
453,2023/2024,479,2024/2025,2,,20.0,-0.9475,-0.6158333333333333,-1.03375,0.13416666666666666,0.33166666666666667,1.1679166666666667,-0.83625
453,2023/2024,13,2019/2020,2,,20.0,-0.9475,-0.6158333333333333,-0.75,-0.6,0.33166666666666667,0.15000000000000002,0.18166666666666664
96,2019/2020,209,2023/2024,3,Permanent,20.0,0.25,-0.3,-0.5,-0.16666666666666666,-0.55,0.33333333333333337,-0.8833333333333334
96,2020/2021,99,2024/2025,3,Permanent,21.0,-0.5,-0.2222222222222222,-0.2900000000000001,0.4641666666666666,0.2777777777777778,0.7541666666666667,-0.47638888888888886
32,2020/2021,154,2020/2021,1,Permanent,14.0,0.5555555555555556,0.75,1.5,0.5,0.19444444444444442,-1.0,1.1944444444444444
32,2024/2025,229,2023/2024,1,Interim,22.0,-0.07624999999999997,0.13999999999999993,0.4099999999999999,0.3191666666666667,0.2162499999999999,-0.09083333333333321,0.3070833333333331
28,2022/2023,238,2022/2023,1,Permanent,17.0,-0.875,-0.5,-0.5,0.25,0.375,0.75,-0.375
28,2022/2023,388,2022/2023,1,Permanent,17.0,-0.875,-0.5,-0.43,-0.5241666666666666,0.375,-0.09416666666666657,0.46916666666666657
28,2022/2023,224,2020/2021,1,Permanent,17.0,-0.875,-0.5,0.25,-1.6666666666666667,0.375,-1.9166666666666667,2.291666666666667
18,2019/2020,219,2019/2020,1,Permanent,15.0,0.0,0.16666666666666666,-0.125,-0.25,0.16666666666666666,-0.125,0.29166666666666663
18,2019/2020,365,2024/2025,1,Permanent,15.0,0.0,0.16666666666666666,0.2975,0.42500000000000004,0.16666666666666666,0.12750000000000006,0.0391666666666666
18,2020/2021,38,2022/2023,1,Permanent,11.0,0.5,1.0,-0.5,0.4641666666666666,0.5,0.9641666666666666,-0.4641666666666666
18,2020/2021,154,2022/2023,1,Permanent,11.0,0.5,1.0,0.75,0.4783333333333333,0.5,-0.2716666666666667,0.7716666666666667
18,2024/2025,50,2020/2021,1,,10.0,0.44250000000000006,0.6124999999999999,1.25,0.8333333333333334,0.16999999999999987,-0.41666666666666663,0.5866666666666664
19,2022/2023,412,2023/2024,1,Permanent,17.0,-1.125,-0.08333333333333333,-0.6612499999999999,-0.8141666666666665,1.0416666666666667,-0.1529166666666666,1.1945833333333333
22,2022/2023,151,2023/2024,1,Interim,12.0,-0.5,-0.3333333333333333,-0.35875,-0.10499999999999998,0.16666666666666669,0.25375000000000003,-0.08708333333333335
22,2023/2024,145,2021/2022,1,Permanent,13.0,-0.2185714285714286,0.19000000000000003,0.0,0.5,0.40857142857142864,0.5,-0.09142857142857136
33,2019/2020,195,2023/2024,1,Interim,21.0,-0.5,-1.25,0.008750000000000036,0.47750000000000004,-0.75,0.46875,-1.21875
33,2020/2021,197,2019/2020,1,Interim,6.0,-0.4,0.0,-0.8,-0.5,0.4,0.30000000000000004,0.09999999999999998
33,2021/2022,145,2020/2021,1,Permanent,22.0,-1.75,-0.5833333333333334,0.25,0.5833333333333334,1.1666666666666665,0.33333333333333337,0.8333333333333331
311,2019/2020,327,2020/2021,2,Permanent,18.0,-0.875,0.5833333333333334,-0.75,-0.16666666666666666,1.4583333333333335,0.5833333333333334,0.8750000000000001
311,2019/2020,91,2023/2024,2,Permanent,18.0,-0.875,0.5833333333333334,0.25999999999999995,-0.7425000000000002,1.4583333333333335,-1.0025000000000002,2.4608333333333334
311,2020/2021,308,2023/2024,2,Permanent,9.0,0.25,-0.7272727272727273,-0.009999999999999995,0.20166666666666658,-0.9772727272727273,0.21166666666666656,-1.188939393939394
311,2020/2021,371,2024/2025,2,Permanent,9.0,0.25,-0.7272727272727273,-0.46153846153846156,0.3333333333333333,-0.9772727272727273,0.7948717948717949,-1.7721445221445222
311,2021/2022,121,2019/2020,2,Permanent,17.0,-0.625,0.9166666666666666,-0.375,-0.3333333333333333,1.5416666666666665,0.041666666666666685,1.4999999999999998
311,2022/2023,311,2023/2024,2,Permanent,13.0,-0.125,-0.18181818181818182,-0.4912499999999999,-0.26416666666666666,-0.05681818181818182,0.22708333333333325,-0.28390151515151507
304,2020/2021,461,2024/2025,2,Interim,16.0,-0.625,0.0,-0.45454545454545453,0.3333333333333333,0.625,0.7878787878787878,-0.16287878787878785
304,2020/2021,313,2024/2025,2,Interim,16.0,-0.625,0.0,0.24625000000000005,-0.0536363636363636,0.625,-0.2998863636363637,0.9248863636363637
304,2023/2024,346,2021/2022,2,Permanent,22.0,-0.47000000000000003,-0.26666666666666666,-0.875,-0.5,0.20333333333333337,0.375,-0.17166666666666663
304,2024/2025,4,2023/2024,2,Permanent,21.0,-0.5157142857142858,0.4683333333333333,-0.3437499999999999,0.5455555555555556,0.9840476190476191,0.8893055555555555,0.0947420634920636
202,2019/2020,73,2019/2020,3,Permanent,11.0,-0.5384615384615384,0.23076923076923078,0.1111111111111111,-1.0833333333333333,0.7692307692307692,-1.1944444444444444,1.9636752136752136
202,2023/2024,104,2021/2022,3,Permanent,12.0,-1.375,-0.16666666666666666,-0.5,-0.5,1.2083333333333333,0.0,1.2083333333333333
202,2023/2024,492,2024/2025,3,Permanent,12.0,-1.375,-0.16666666666666666,-0.40499999999999997,-1.2683333333333333,1.2083333333333333,-0.8633333333333333,2.0716666666666663
202,2023/2024,402,2023/2024,3,Permanent,12.0,-1.375,-0.16666666666666666,0.2749999999999999,-0.036666666666666736,1.2083333333333333,-0.31166666666666665,1.52
312,2023/2024,6,2024/2025,2,Permanent,16.0,-0.36875,-0.2591666666666666,-0.42375,-0.09583333333333328,0.10958333333333342,0.32791666666666675,-0.21833333333333332
99,2019/2020,104,2019/2020,3,Interim,25.0,-0.75,0.0,0.75,-1.0,0.75,-1.75,2.5
59,2020/2021,371,2021/2022,2,Permanent,10.0,0.625,0.4166666666666667,0.4166666666666667,-1.0,-0.20833333333333331,-1.4166666666666667,1.2083333333333335
59,2023/2024,454,2022/2023,2,Interim,10.0,0.8125,0.16666666666666666,-0.75,-0.6666666666666666,-0.6458333333333334,0.08333333333333337,-0.7291666666666667
100,2020/2021,170,2024/2025,3,Permanent,24.0,0.0,0.0,-0.865,0.45166666666666666,0.0,1.3166666666666667,-1.3166666666666667
106,2021/2022,287,2024/2025,3,Permanent,18.0,-1.375,-0.08333333333333333,0.0,-0.125,1.2916666666666667,-0.125,1.4166666666666667
222,2024/2025,138,2020/2021,1,Permanent,12.0,0.4837500000000001,0.14166666666666664,0.875,1.0,-0.3420833333333335,0.125,-0.4670833333333335
222,2024/2025,21,2021/2022,1,Permanent,12.0,0.4837500000000001,0.14166666666666664,0.8181818181818182,0.6666666666666666,-0.3420833333333335,-0.1515151515151516,-0.19056818181818191
125,2023/2024,325,2023/2024,2,Permanent,18.0,1.07375,0.20750000000000002,0.4375,0.17999999999999997,-0.86625,-0.25750000000000006,-0.6087499999999999
125,2024/2025,315,2020/2021,2,Interim,20.0,-0.43749999999999994,-0.688,1.0,0.6666666666666666,-0.2505,-0.33333333333333337,0.08283333333333337
125,2024/2025,11,2024/2025,2,Interim,20.0,-0.43749999999999994,-0.688,0.355,-0.728,-0.2505,-1.083,0.8325
255,2020/2021,258,2019/2020,2,,17.0,-0.25,0.75,-1.0,0.3333333333333333,1.0,1.3333333333333333,-0.33333333333333326
88,2023/2024,312,2019/2020,2,Permanent,19.0,-0.31375,-0.4833333333333332,-0.75,-0.5,-0.16958333333333325,0.25,-0.41958333333333325
73,2023/2024,73,2024/2025,3,Permanent,9.0,-0.8984615384615384,-0.6658333333333334,-0.3937499999999999,-0.4483333333333333,0.23262820512820503,-0.05458333333333343,0.28721153846153846
307,2019/2020,257,2024/2025,2,Permanent,18.0,-1.5,-0.5,-1.5,0.08333333333333333,1.0,1.5833333333333333,-0.5833333333333333
307,2019/2020,126,2019/2020,2,Permanent,18.0,-1.5,-0.5,0.0,0.5833333333333334,1.0,0.5833333333333334,0.41666666666666663
307,2020/2021,426,2024/2025,2,Permanent,24.0,-0.5714285714285714,0.08333333333333333,-0.265,0.4633333333333333,0.6547619047619048,0.7283333333333333,-0.07357142857142851
307,2020/2021,310,2021/2022,2,Permanent,24.0,-0.5714285714285714,0.08333333333333333,0.375,-1.9166666666666667,0.6547619047619048,-2.291666666666667,2.9464285714285716
307,2022/2023,261,2024/2025,2,Interim,23.0,-0.2857142857142857,0.16666666666666666,0.25,0.5,0.45238095238095233,0.25,0.20238095238095233
210,2020/2021,439,2024/2025,3,Permanent,21.0,0.875,1.0,0.5175,0.13666666666666666,0.125,-0.3808333333333333,0.5058333333333334
210,2022/2023,177,2021/2022,3,Permanent,23.0,0.0,0.1,0.0,-2.2857142857142856,0.1,-2.2857142857142856,2.3857142857142857
363,2021/2022,395,2021/2022,3,Interim,12.0,-0.375,-1.0833333333333333,-1.5,0.25,-0.7083333333333333,1.75,-2.458333333333333
16,2022/2023,124,2022/2023,2,Permanent,21.0,0.625,0.2222222222222222,0.25,-0.8888888888888888,-0.4027777777777778,-1.1388888888888888,0.736111111111111
231,2021/2022,230,2022/2023,1,Permanent,14.0,-1.25,0.8333333333333334,0.18125000000000002,-0.4916666666666667,2.0833333333333335,-0.6729166666666667,2.75625
203,2022/2023,444,2022/2023,3,Permanent,8.0,-1.0,0.3333333333333333,-0.2857142857142857,-0.4166666666666667,1.3333333333333333,-0.130952380952381,1.4642857142857142
328,2021/2022,84,2024/2025,2,Permanent,15.0,-0.75,0.8333333333333334,-0.2941666666666667,-0.8000000000000002,1.5833333333333335,-0.5058333333333335,2.089166666666667
189,2022/2023,274,2023/2024,1,Permanent,22.0,-1.5,0.2808333333333333,-0.16250000000000003,-0.14666666666666675,1.7808333333333333,0.015833333333333283,1.765
245,2019/2020,24,2020/2021,1,Permanent,14.0,-0.25,0.25,-0.5,-0.8333333333333334,0.5,-0.33333333333333337,0.8333333333333334
245,2020/2021,152,2019/2020,1,Permanent,12.0,-0.25,-0.16666666666666666,0.0,-0.3333333333333333,0.08333333333333334,-0.3333333333333333,0.41666666666666663
245,2020/2021,50,2023/2024,1,Permanent,12.0,-0.25,-0.16666666666666666,0.4625,0.8124999999999999,0.08333333333333334,0.34999999999999987,-0.2666666666666665
245,2021/2022,409,2021/2022,1,Permanent,13.0,-0.75,-0.6666666666666666,-0.25,-1.1666666666666667,0.08333333333333337,-0.9166666666666667,1.0
245,2021/2022,190,2020/2021,1,Permanent,13.0,-0.75,-0.6666666666666666,0.25,-0.5,0.08333333333333337,-0.75,0.8333333333333334
245,2024/2025,335,2020/2021,1,Permanent,23.0,-0.01249999999999999,-0.5245454545454545,-0.125,-0.6363636363636364,-0.5120454545454546,-0.5113636363636364,-0.0006818181818182278
256,2020/2021,301,2022/2023,2,Interim,22.0,-1.375,-0.5454545454545454,0.14285714285714285,-0.5833333333333334,0.8295454545454546,-0.7261904761904763,1.5557359307359309
287,2022/2023,364,2020/2021,3,Interim,9.0,0.0,-0.08333333333333333,-0.25,-0.75,-0.08333333333333333,-0.5,0.4166666666666667
287,2023/2024,71,2022/2023,3,Permanent,13.0,-0.09090909090909091,-1.0,-0.5,-0.6666666666666666,-0.9090909090909091,-0.16666666666666663,-0.7424242424242424
190,2022/2023,232,2019/2020,1,Permanent,17.0,0.25,0.69,0.25,-0.75,0.43999999999999995,-1.0,1.44
89,2023/2024,112,2021/2022,2,Permanent,17.0,-0.9109999999999999,-0.188,-0.125,-1.0833333333333333,0.7229999999999999,-0.9583333333333333,1.6813333333333331
288,2023/2024,103,2022/2023,3,Interim,13.0,1.2857142857142858,0.8333333333333334,-0.25,-0.3333333333333333,-0.45238095238095244,-0.08333333333333331,-0.3690476190476191
182,2019/2020,130,2020/2021,1,Permanent,9.0,0.75,0.8333333333333334,-1.25,-1.8333333333333333,0.08333333333333337,-0.5833333333333333,0.6666666666666666
